2.300000000000000100e-01 0.000000000000000000e+00 7.534659472619720244e-01
2.322222222222222188e-01 0.000000000000000000e+00 7.839821261334714020e-01
2.344444444444444275e-01 0.000000000000000000e+00 8.172583620315185815e-01
2.366666666666666363e-01 0.000000000000000000e+00 8.522633737730779258e-01
2.388888888888888451e-01 0.000000000000000000e+00 8.873699943972389592e-01
2.411111111111110539e-01 0.000000000000000000e+00 9.218037556233755758e-01
2.433333333333332626e-01 0.000000000000000000e+00 9.530530925826588007e-01
2.455555555555554714e-01 0.000000000000000000e+00 9.790088339748594937e-01
2.477777777777776802e-01 0.000000000000000000e+00 9.962183189973438102e-01
2.499999999999998890e-01 0.000000000000000000e+00 9.991664788915555206e-01
2.300000000000000100e-01 1.110000000000000000e+02 7.513573999548405213e-01
2.322222222222222188e-01 1.110000000000000000e+02 7.817513142557593886e-01
2.344444444444444275e-01 1.110000000000000000e+02 8.147565965805767529e-01
2.366666666666666363e-01 1.110000000000000000e+02 8.496440953297093035e-01
2.388888888888888451e-01 1.110000000000000000e+02 8.846686906385230476e-01
2.411111111111110539e-01 1.110000000000000000e+02 9.188675735041336168e-01
2.433333333333332626e-01 1.110000000000000000e+02 9.503058894890978880e-01
2.455555555555554714e-01 1.110000000000000000e+02 9.763214932801286272e-01
2.477777777777776802e-01 1.110000000000000000e+02 9.943609819147948281e-01
2.499999999999998890e-01 1.110000000000000000e+02 9.996600545276723704e-01
2.300000000000000100e-01 2.220000000000000000e+02 7.492746104618162040e-01
2.322222222222222188e-01 2.220000000000000000e+02 7.795565394918139157e-01
2.344444444444444275e-01 2.220000000000000000e+02 8.123359079189601539e-01
2.366666666666666363e-01 2.220000000000000000e+02 8.470867519495796083e-01
2.388888888888888451e-01 2.220000000000000000e+02 8.820339349883288271e-01
2.411111111111110539e-01 2.220000000000000000e+02 9.160135794467810788e-01
2.433333333333332626e-01 2.220000000000000000e+02 9.475580314735891907e-01
2.455555555555554714e-01 2.220000000000000000e+02 9.737933631521492606e-01
2.477777777777776802e-01 2.220000000000000000e+02 9.924825873280996857e-01
2.499999999999998890e-01 2.220000000000000000e+02 9.995804435781520114e-01
2.300000000000000100e-01 3.330000000000000000e+02 7.471814975570710837e-01
2.322222222222222188e-01 3.330000000000000000e+02 7.773591487081150664e-01
2.344444444444444275e-01 3.330000000000000000e+02 8.099631116133501063e-01
2.366666666666666363e-01 3.330000000000000000e+02 8.445133748126948392e-01
2.388888888888888451e-01 3.330000000000000000e+02 8.794290629231779066e-01
2.411111111111110539e-01 3.330000000000000000e+02 9.132355348712365428e-01
2.433333333333332626e-01 3.330000000000000000e+02 9.448217515422262514e-01
2.455555555555554714e-01 3.330000000000000000e+02 9.713483036109262780e-01
2.477777777777776802e-01 3.330000000000000000e+02 9.904996156165912780e-01
2.499999999999998890e-01 3.330000000000000000e+02 9.990426321246044239e-01
2.300000000000000100e-01 4.440000000000000000e+02 7.451341546503840174e-01
2.322222222222222188e-01 4.440000000000000000e+02 7.751863092904086594e-01
2.344444444444444275e-01 4.440000000000000000e+02 8.076360980596698491e-01
2.366666666666666363e-01 4.440000000000000000e+02 8.419606870058796710e-01
2.388888888888888451e-01 4.440000000000000000e+02 8.768419849794920617e-01
2.411111111111110539e-01 4.440000000000000000e+02 9.105723915060381923e-01
2.433333333333332626e-01 4.440000000000000000e+02 9.421084032571390710e-01
2.455555555555554714e-01 4.440000000000000000e+02 9.689343218964664439e-01
2.477777777777776802e-01 4.440000000000000000e+02 9.885146968524157751e-01
2.499999999999998890e-01 4.440000000000000000e+02 9.982399369088494900e-01
2.300000000000000100e-01 5.550000000000000000e+02 7.430727015189370066e-01
2.322222222222222188e-01 5.550000000000000000e+02 7.730120253638886885e-01
2.344444444444444275e-01 5.550000000000000000e+02 8.053429502731069833e-01
2.366666666666666363e-01 5.550000000000000000e+02 8.394403635551430654e-01
2.388888888888888451e-01 5.550000000000000000e+02 8.742822020274645389e-01
2.411111111111110539e-01 5.550000000000000000e+02 9.079883003100260863e-01
2.433333333333332626e-01 5.550000000000000000e+02 9.393941363402315003e-01
2.455555555555554714e-01 5.550000000000000000e+02 9.665348388795361734e-01
2.477777777777776802e-01 5.550000000000000000e+02 9.865511633161418992e-01
2.499999999999998890e-01 5.550000000000000000e+02 9.972526722963488410e-01
2.300000000000000100e-01 6.660000000000000000e+02 7.410343663670339032e-01
2.322222222222222188e-01 6.660000000000000000e+02 7.708557437203176210e-01
2.344444444444444275e-01 6.660000000000000000e+02 8.030560765955646607e-01
2.366666666666666363e-01 6.660000000000000000e+02 8.369630690930495165e-01
2.388888888888888451e-01 6.660000000000000000e+02 8.717261586377919036e-01
2.411111111111110539e-01 6.660000000000000000e+02 9.054348886851065759e-01
2.433333333333332626e-01 6.660000000000000000e+02 9.368028044561735879e-01
2.455555555555554714e-01 6.660000000000000000e+02 9.641551083241459708e-01
2.477777777777776802e-01 6.660000000000000000e+02 9.846134696544783793e-01
2.499999999999998890e-01 6.660000000000000000e+02 9.960852514101466992e-01
2.300000000000000100e-01 7.770000000000000000e+02 7.390571986811503846e-01
2.322222222222222188e-01 7.770000000000000000e+02 7.687041321636902680e-01
2.344444444444444275e-01 7.770000000000000000e+02 8.008311821825905286e-01
2.366666666666666363e-01 7.770000000000000000e+02 8.345463584696058978e-01
2.388888888888888451e-01 7.770000000000000000e+02 8.691897985432065488e-01
2.411111111111110539e-01 7.770000000000000000e+02 9.029049102673015748e-01
2.433333333333332626e-01 7.770000000000000000e+02 9.342570942703029013e-01
2.455555555555554714e-01 7.770000000000000000e+02 9.617541766689815530e-01
2.477777777777776802e-01 7.770000000000000000e+02 9.827195776459226595e-01
2.499999999999998890e-01 7.770000000000000000e+02 9.948143698279655611e-01
2.300000000000000100e-01 8.880000000000000000e+02 7.370702966965622105e-01
2.322222222222222188e-01 8.880000000000000000e+02 7.665782716042162104e-01
2.344444444444444275e-01 8.880000000000000000e+02 7.986205565674808771e-01
2.366666666666666363e-01 8.880000000000000000e+02 8.321912112792975158e-01
2.388888888888888451e-01 8.880000000000000000e+02 8.666742706774758220e-01
2.411111111111110539e-01 8.880000000000000000e+02 9.004089618778678972e-01
2.433333333333332626e-01 8.880000000000000000e+02 9.317469148711230442e-01
2.455555555555554714e-01 8.880000000000000000e+02 9.593745342280718402e-01
2.477777777777776802e-01 8.880000000000000000e+02 9.808411744255397524e-01
2.499999999999998890e-01 8.880000000000000000e+02 9.936136079222697148e-01
2.300000000000000100e-01 9.990000000000000000e+02 7.351164956347839841e-01
2.322222222222222188e-01 9.990000000000000000e+02 7.644687298057497582e-01
2.344444444444444275e-01 9.990000000000000000e+02 7.964194861766183964e-01
2.366666666666666363e-01 9.990000000000000000e+02 8.298632151256635225e-01
2.388888888888888451e-01 9.990000000000000000e+02 8.641452220569658671e-01
2.411111111111110539e-01 9.990000000000000000e+02 8.979123025825607174e-01
2.433333333333332626e-01 9.990000000000000000e+02 9.292759430387086406e-01
2.455555555555554714e-01 9.990000000000000000e+02 9.569903864751531097e-01
2.477777777777776802e-01 9.990000000000000000e+02 9.789272271493132394e-01
2.499999999999998890e-01 9.990000000000000000e+02 9.923812768695818853e-01
